Dates,EIM IS Equity,AXSB IS Equity,BJFIN IS Equity,SBILIFE IS Equity,RELIANCE IS Equity,ITC IS Equity,MM IS Equity,SBIN IS Equity,HNDL IS Equity,TATA IS Equity,SUNP IS Equity,TTAN IS Equity,HDFCB IS Equity,BPCL IS Equity,CIPLA IS Equity,APNT IS Equity,ONGC IS Equity,JSTL IS Equity,WPRO IS Equity,DRRD IS Equity,HMCL IS Equity,HUVR IS Equity,INFO IS Equity,KMB IS Equity,LT IS Equity,MSIL IS Equity,ADE IS Equity,NEST IS Equity,NTPC IS Equity,LTIM IS Equity,IIB IS Equity,APHS IS Equity,HCLT IS Equity,PWGR IS Equity,BAF IS Equity,COAL IS Equity,ICICIBC IS Equity,BHARTI IS Equity,ADSEZ IS Equity,TCS IS Equity,TTMT IS Equity,HDFCLIFE IS Equity,DIVI IS Equity,UTCEM IS Equity,UPLL IS Equity,TECHM IS Equity,BJAUT IS Equity,BRIT IS Equity,GRASIM IS Equity,TATACONS IS Equity,NIFTY Index
20-04-2017,2550.18,488,435.54,#N/A N/A,617.99,279.5,635.85,284.8,186.45,42.63,655.95,479.5,731.08,480.87,574.05,1058.8,179.1,189.3,187.41,2612.5,3198.4,915.7,463.65,889.15,1120.8,6273.5,90.81,6339.75,136.42,718.85,1427.6,1159.4,407.45,117.51,1252,279.4,247.95,308.91,332.4,1162.75,443.95,#N/A N/A,630.9,4006.75,521.4,420.5,2831.5,1689.68,957.23,152.15,9136.4
21-04-2017,2561.05,486.25,430.41,#N/A N/A,632.86,274.35,629.1,282.2,188.1,42.29,639.6,479.4,748.3,477.2,564.45,1065.45,180.25,187.25,184.22,2609.65,3203.2,906.4,461.85,880.4,1125,6185.8,90.62,6353.7,139.33,725.4,1435,1167.55,406.38,115.65,1246.95,277,244.68,308.95,326,1155.4,440.6,#N/A N/A,630.85,3978.35,519.67,427.65,2824.3,1688.28,942.47,151.3,9119.4
24-04-2017,2609.32,498.65,437.18,#N/A N/A,639.58,276.75,632.3,286.05,190.8,42.28,642.85,482.35,766.53,476.57,557.05,1069.95,181.45,192.5,184.33,2612.8,3204.4,904.55,463.28,895.75,1155.13,6318.35,93.17,6287.8,138.79,725,1433.55,1162.65,409.78,115.23,1271.75,277.15,244.23,310.62,331,1164.05,443.85,#N/A N/A,634.85,4141.55,529.53,429.25,2867.75,1694.08,984.47,151.95,9217.95
25-04-2017,2608.23,516.4,452.44,#N/A N/A,646.53,281.3,653.73,286.05,191.7,42.65,642.55,483.65,768.53,492.9,552.95,1097.9,181.5,194.5,185.36,2645.95,3305.2,924,464.68,898,1164.07,6337.2,93.11,6323.1,137.88,723.4,1453.2,1167.75,409.98,117.34,1341.7,278.3,247.73,319,331.35,1155.75,445.65,#N/A N/A,647.25,4242.4,538,438.15,2896.8,1738.73,984.05,151.7,9306.6
26-04-2017,2604.12,517.15,453.42,#N/A N/A,639.15,290.9,676.38,286.45,197,42.57,642.8,479.8,775.33,487.83,556.75,1104.65,180.1,198.8,184.07,2610.65,3313.05,941.35,457.13,900.35,1167.53,6406.3,73.61,6424.3,138,716.85,1464.65,1217.4,400.13,115.71,1309.7,276.65,251.73,322.24,323.5,1155.18,450.8,#N/A N/A,643.5,4230.9,554.17,427.05,2885.45,1776.7,972.37,153.75,9351.85
27-04-2017,2597.39,506.6,452.48,#N/A N/A,636.02,285.8,668.6,282.05,194.85,41.83,637,478.3,784.3,490.67,561.7,1105.35,179.1,198.3,186.02,2596.55,3300.8,947.3,462.63,916.65,1177.83,6374.05,70.88,6702.15,136.75,713.15,1470.65,1245.4,404.85,116.86,1285.7,274.15,249.23,322.56,322.5,1151.33,455.35,#N/A N/A,629.65,4237.1,545.67,424.95,2866.05,1777.53,961.19,152.1,9342.15
28-04-2017,2606.8,509.65,457.56,#N/A N/A,629.56,278,667.78,289.75,199.35,42.14,641.95,470.25,773.25,479.5,557.45,1120.45,186.55,199,185.34,2599.15,3318.6,934.95,459.48,901.95,1166.53,6524.85,67.65,6697.75,137.08,709.5,1444.95,1233.25,407.05,117,1276.2,276.65,253.18,320.4,327.7,1136.58,458.9,#N/A N/A,628.4,4248.95,537.43,416.95,2864,1812.28,963.57,153.1,9304.05
01-05-2017,2606.8,509.65,457.56,#N/A N/A,629.56,278,667.78,289.75,199.35,42.14,641.95,470.25,773.25,479.5,557.45,1120.45,186.55,199,185.34,2599.15,3318.6,934.95,459.48,901.95,1166.53,6524.85,67.65,6697.75,137.08,709.5,1444.95,1233.25,407.05,117,1276.2,276.65,253.18,320.4,327.7,1136.58,458.9,#N/A N/A,628.4,4248.95,537.43,416.95,2864,1812.28,963.57,153.1,9304.05
02-05-2017,2579.07,505.55,456.61,#N/A N/A,618.44,279.2,670.48,288.3,200.25,41.75,632.8,485.1,770.3,493.23,555.35,1112.1,192.4,195.8,185.59,2582.65,3352.95,928.1,461.3,917.9,1154.7,6705.5,70.01,6715.05,135.08,711.05,1445.8,1228.3,411.03,115.88,1268.6,274.55,250.55,313.28,330.6,1144.95,451.25,#N/A N/A,626.75,4206,536.3,418.15,2898,1786.98,961.99,157.7,9313.8
03-05-2017,2591.5,500.85,456.29,#N/A N/A,618.24,277.25,674.33,289.8,197.05,41.35,628.85,483.4,772.15,490.8,556.05,1118.9,191.1,193.35,186.17,2595.6,3376.5,934,467.15,916.95,1146.8,6644,69.95,6715.55,135.08,709.95,1438.45,1223.2,417.55,118.72,1270.1,279.55,247.95,312.15,327.45,1168.65,446.6,#N/A N/A,624.75,4301.4,541.73,419.85,2933.25,1790.25,966.45,156.2,9311.95
04-05-2017,2576.43,518.85,456.96,#N/A N/A,612.76,281.2,667.45,299.05,192.45,41.51,631.5,492.65,767.4,487.67,549.95,1132.6,188.9,194.05,187.48,2606,3395.65,956.7,468.83,905.45,1154.43,6639.8,70.41,6735.5,135.54,708.9,1420.25,1243.5,409,118.49,1296.55,280.25,270.73,311.84,339.45,1165.05,436.5,#N/A N/A,626.9,4324.2,540.93,419.1,2942.55,1796.05,1003.95,155.35,9359.9
05-05-2017,2583.34,504.5,442.84,#N/A N/A,599.35,277.15,660.63,296,185.8,40.68,630.2,491.2,766.1,483.17,549.95,1146.8,183.8,189.8,187.24,2603,3376.55,953.9,465.75,908.3,1149.6,6654.15,70.6,6726.45,133.08,733.2,1408.05,1265.45,414.8,117.56,1274.25,278.5,271.41,310.71,344.95,1160.25,419.6,#N/A N/A,625.95,4329.95,538.6,413,2887.65,1764.68,994.48,152.3,9285.3
08-05-2017,2691.95,511.2,442.1,#N/A N/A,596.26,272.95,666.68,299.4,184.2,40.52,637.15,484.55,767.4,477.07,551.55,1167.35,185.95,191.3,188.36,2600.5,3401.25,954.85,472.75,907.35,1139.73,6630.55,71.13,6709.15,133.83,741.15,1424.85,1266.8,420.1,118.13,1272,279.1,275.41,316.61,340.5,1171.22,422.65,#N/A N/A,626.95,4426.25,535.9,421.15,2856.95,1771.48,988.31,152.6,9314.05
09-05-2017,2712.85,518.2,437.85,#N/A N/A,600.3,271.5,671.83,296.5,186.4,40.67,640.3,467.15,767.88,480.93,552.95,1165.3,186.1,192.45,190.84,2581.15,3282.35,952.05,473.33,906.85,1163.1,6629.3,73.39,6704.8,134.38,748.4,1420.9,1279.05,424.88,117.2,1286.1,278.15,273.27,311.16,347.5,1176.28,426.8,#N/A N/A,632.05,4432.9,542.6,426.2,2873.15,1796.48,974.04,154.05,9316.85
10-05-2017,2786.93,526.35,439.15,#N/A N/A,613.27,273.95,688.2,294.45,187.1,41.04,642.8,482.4,775.9,485.5,561.05,1158.3,187.95,197.5,187.37,2602.85,3323.85,996.35,471.83,927.65,1159.5,6737.75,76.25,6920.35,135.17,751.4,1431.9,1304.6,421.8,118.41,1327,278.55,271.5,335.94,351.9,1166.22,432.3,#N/A N/A,637.35,4367.55,549,430.4,2904.8,1855.65,973.08,154.85,9407.3
11-05-2017,2946.91,516.9,449.58,#N/A N/A,613.48,276.65,688.08,298.1,193.65,41.38,648.45,501.15,773.2,487.1,561.95,1166.45,183.6,194.5,189.24,2594,3461.8,978.75,472.05,936.8,1157.9,6762.5,74.6,6856.55,133.54,747.65,1426.3,1320.7,419.35,117.11,1339.7,274.2,272.91,329.86,360.05,1174.72,427.45,#N/A N/A,635.2,4412.5,550.23,434.75,2998.45,1854.18,965.45,154,9422.4
12-05-2017,2917.84,503,439.56,#N/A N/A,609.37,274.95,683.93,297.9,191.05,40.97,655.1,495,775.83,488.77,567.95,1132.95,184.85,197.15,190.14,2580.8,3541.5,980.2,482.13,954.65,1160.4,6730.2,75.47,6821.4,132.38,755.85,1411.75,1309.2,423.83,116.02,1314.75,276.6,269.59,329.05,357.95,1180.33,430.85,#N/A N/A,625.85,4404.35,549.5,442.25,3004.8,1852.13,958.69,152.65,9400.9
15-05-2017,2893.06,500.1,455.1,#N/A N/A,606.51,277.95,687.83,301.4,198.45,42.78,654.45,483.65,776.7,485.23,569,1148.05,186.75,201.7,189.86,2675.8,3515.45,983.25,475.78,973.3,1161.6,6823.9,75.69,6609.8,133.13,763.15,1416.2,1306.3,424.28,116.27,1332.95,277.75,274.36,328.19,356.2,1182.55,431.9,#N/A N/A,624.25,4437.7,558.17,442.6,2999.7,1870.78,978.38,154.6,9445.4
16-05-2017,2936.25,501.5,456.75,#N/A N/A,612.01,283.45,683.18,307.5,196.5,42.83,652.35,488.3,779.83,488.87,565.6,1142.85,185.15,201.65,193.26,2724.1,3619.4,1000.4,477.5,959.85,1160.47,6953.95,76.25,6479.2,133.29,773.2,1436.95,1309.75,424.8,116.66,1347.75,275.95,275.14,337.39,354.5,1214.58,437.25,#N/A N/A,622.45,4485.15,551.37,443.75,3024,1876.43,973.21,154.45,9512.25
17-05-2017,2909.36,502.8,448.68,#N/A N/A,610.57,281.65,689.4,307.65,198.85,46.33,650.9,481.75,778.58,484.97,562.35,1154.95,184.5,206.7,191.46,2736.9,3645.95,1009.4,476.4,951.2,1170.3,6958.2,75.44,6557.6,132.42,777.95,1425.45,1280.2,426.78,117.45,1324.8,276.35,281.59,338.83,348.55,1227.68,449.1,#N/A N/A,619.85,4471,553.63,430.85,3039.7,1834.8,976.75,152.85,9525.75
18-05-2017,2835.73,492,431.9,#N/A N/A,598.95,277.9,676.43,302.95,194,45.62,653.95,471.65,778.55,476.6,560.1,1151.35,180.9,191.4,197.03,2678.95,3592.05,990.25,480.88,942.85,1148.4,6831.05,74.73,6529.45,131.5,776.65,1406.6,1246.4,424.2,117.14,1314.55,276.45,279.95,334.14,347.9,1268.1,437.95,#N/A N/A,612.35,4341.05,545.3,422.3,2973.1,1777.73,942.92,147.5,9429.45
19-05-2017,2793.61,501.7,416.99,#N/A N/A,595.11,286.2,666.7,308,191,45.92,653.15,471.15,780.63,468.3,564.95,1123.15,180.05,193.5,194.91,2656.45,3571.65,1008,478.98,937.35,1149.7,6790.55,75.69,6534.05,132.58,774.25,1389.25,1261,422.35,115.73,1289.15,276.25,279.14,335.94,349.45,1253.58,443.35,#N/A N/A,611,4360.6,527.63,416.15,2972.65,1791.35,934.71,149.5,9427.9
22-05-2017,2718.99,502.3,396.42,#N/A N/A,597.5,303.6,653.13,294.3,190.25,45.63,640.15,481.4,788,463.73,563.1,1112.55,177.15,192.15,195.45,2608.7,3562.45,1018.6,480.73,941.25,1167.97,6701.7,75.35,6595.85,131.83,781.15,1389.3,1261.05,428.73,113.91,1242.15,273.85,276.23,335.76,354.45,1265.68,449.65,#N/A N/A,595.25,4269.6,527,412.35,2914.15,1816.73,923.86,147.8,9438.25
23-05-2017,2759.83,500.6,398.31,#N/A N/A,589.11,300.15,665.88,288.85,192,46,614.1,478.35,784.55,466.37,533.2,1098.9,174.65,193.55,197.4,2579.45,3585,1024.8,478.65,940.25,1160.5,6878.85,70.26,6584.5,130.79,772.9,1393.95,1232.15,432.45,113.29,1233.75,267.85,278.23,335.18,331.65,1260.85,450.5,#N/A N/A,576,4267.35,523.7,415.75,2824.95,1797.1,915.06,144.75,9386.15
24-05-2017,2736.47,499.3,395.4,#N/A N/A,585.57,299.9,654.33,283.15,187.05,45.34,603.5,469.2,783.38,474.6,519.65,1091.2,173.7,189.6,196.88,2516.8,3567.6,1038.05,477.4,936.1,1122.97,6869.65,70.54,6527.05,130.38,775.1,1413.6,1218.4,427.43,112.44,1224.35,261.75,278.82,331.98,339.65,1279.58,469.55,#N/A N/A,557.2,4172.2,524.8,417.15,2764.3,1766.65,915.85,141.7,9360.55
25-05-2017,2800.95,507.45,399.71,#N/A N/A,587.71,300.05,663.75,290.1,190.55,45.47,591.55,463.9,808.58,484.57,504,1113.2,174.15,192.85,201.17,2427.7,3625.85,1043.45,491.65,956.5,1179.23,6985.7,72.18,6498.45,130.29,788.4,1461.6,1205.25,429.8,111.91,1258.85,265.45,288.82,334.1,340.75,1312.3,476,#N/A N/A,549.75,4162.4,540.23,426,2822.8,1758.9,915.4,143.05,9509.75
26-05-2017,2835.14,511.45,400.74,#N/A N/A,603.44,309.1,670.43,288.45,198.4,48.01,567.65,473.45,813,499.77,488.9,1132.45,175.75,198.85,202.13,2414.4,3618.4,1040.95,497.85,965.05,1191.73,7064.8,72,6648.55,130,796.35,1477.7,1217.35,429.55,113.74,1317.8,268.25,292.32,336.71,348,1289.13,481.1,#N/A N/A,545.3,4154.4,558.4,429.15,2814.1,1707.93,925.49,146.9,9595.1
29-05-2017,2817.21,507.25,399.81,#N/A N/A,612.28,315.85,680.03,284,201.25,47.63,502.6,470.65,815.95,503.23,505.35,1146.55,175.75,195.8,200.48,2425.85,3665.8,1072.25,492.58,968.55,1188.27,7134.45,69.17,6617.35,130.42,775.2,1490.7,1213.05,432.23,117.62,1307.45,267.3,286.27,336.26,327.8,1286.43,481.5,#N/A N/A,569.5,4061.3,563.83,379.45,2837.95,1709.2,922.53,145.4,9604.9
30-05-2017,2832.34,514.4,415.45,#N/A N/A,613.39,311.45,680.55,288.85,203.15,48.02,508,469.8,814.53,492.5,510.5,1159.45,178.65,195,201.06,2481.35,3740.35,1072.6,498.1,961.95,1178.37,7147.5,73.21,6600.8,134.38,767.9,1473.85,1207.65,434.08,114.81,1321.55,267.7,292.18,334.1,340.35,1275.55,481.3,#N/A N/A,588,4082.1,566.77,388.3,2851.4,1712.73,944.76,145.55,9624.55
31-05-2017,2843.5,514.05,419.2,#N/A N/A,604.97,311.8,708.48,288.3,200.7,47.35,501.6,474.9,818.1,495.1,516.35,1151.2,177,193.85,200.81,2523.85,3745.45,1067,488.53,966.05,1173.8,7211,72.52,6645.1,133.5,800.6,1480.7,1211.1,432.13,116.97,1326.95,262.55,296.77,334.86,339,1273.3,476.15,#N/A N/A,582.15,4195.2,574.2,390,2845.95,1766.33,963.57,149.4,9621.25
01-06-2017,2879.34,509.3,420.56,#N/A N/A,599.35,314.2,712.63,287.45,197.25,46.64,507.45,470.7,814.3,492.67,515.55,1160.45,174,195.45,202.93,2522.8,3733.35,1095.35,485.7,962.65,1195.2,7146.6,72.49,6605.85,133.88,792.1,1485.6,1253.35,431.13,116.8,1327.35,265.35,291,330.67,349.2,1276.8,476.65,#N/A N/A,602,4198.35,584.63,397.7,2839.35,1802.95,953.35,152.4,9616.1
02-06-2017,2918.01,508.05,430.58,#N/A N/A,597.77,319.2,709.25,287.05,197.05,46.15,514.85,471.75,817.13,483.2,530.05,1164.3,174,194.75,206.87,2554.5,3849.75,1086.4,484.73,965.25,1189.33,7114.7,72.96,6648.6,135.5,783.9,1514.55,1264.05,428.95,115.93,1361.25,268.8,289.23,336.39,357.9,1282.45,478.75,#N/A N/A,618.45,4240.6,576.77,399.6,2852.85,1795.8,968.41,154.85,9653.5
05-06-2017,2932.55,513.65,430.48,#N/A N/A,599.85,317.45,711.85,287.25,197.1,46.09,512.8,551.85,817.78,485.7,534.8,1161.55,175.75,190.5,208.33,2535.85,3834.95,1097.75,479.38,967,1203.27,7125.7,72.96,6714.2,135.5,782.85,1505.25,1270.95,429.35,115.48,1363.1,264.55,290.68,335.63,361.05,1301.97,478.15,#N/A N/A,630.85,4178.15,583.17,402.75,2898.4,1821.65,963.91,154.95,9675.1
06-06-2017,2919.12,510.2,424.41,#N/A N/A,592.38,311.05,705.73,287.3,195.45,46,504.3,527.15,819.48,483.7,534.65,1153.15,171.45,192.1,210.21,2549.3,3799.95,1091.55,489.68,966.4,1183.43,7112.1,79.51,6677.2,131.75,786.5,1511,1306.65,444.73,114.44,1336.65,262.3,289.95,332.56,361.45,1348,461,#N/A N/A,630.25,4122.5,577.07,408.65,2873.55,1813.68,947.39,153,9637.15
07-06-2017,2971.32,514.2,425.42,#N/A N/A,604.2,312.25,715.95,290.55,197.2,46.05,511.55,536.2,820.4,478.2,540.2,1161.5,172.05,195.4,206.03,2540.65,3843.25,1106.35,480.65,968.65,1192.4,7205.7,81.53,6669.8,131.54,802.15,1516.95,1307.9,440.25,115.34,1343.15,264.4,295.18,335.99,359.1,1307.63,458,#N/A N/A,645.8,4140.75,572.87,399.9,2876,1821.8,950.39,155.55,9663.9
08-06-2017,2969.11,515.75,428,#N/A N/A,600.91,311.6,708.75,288.6,198.45,46.81,528.85,529.1,822.38,471.23,550.15,1143.3,170.55,199.05,204.71,2636.25,3784.45,1093.5,478.23,978.85,1182.83,7249.5,80.6,6651.85,131.54,793.25,1524.1,1326.5,434.18,116.63,1361.7,262.9,291.09,331.39,359.15,1260.8,460.8,#N/A N/A,650.8,4120.25,577.77,397.4,2868.15,1819.65,939.92,154.6,9647.25
09-06-2017,2976.48,513.65,424.22,#N/A N/A,602.72,306,713.35,288.55,202.15,47.57,524.7,525.45,833.4,469.17,551.1,1155.75,169.2,202,201.36,2628.8,3780.1,1095.35,474.3,985.1,1185.47,7464.85,82.12,6667.5,131.5,800.35,1526.85,1352.5,430.38,116.55,1376.85,261.5,292.86,331.48,359.85,1253.5,467.1,#N/A N/A,650.9,4111.95,571.1,386.8,2865.8,1836.5,929.08,154.4,9668.25
12-06-2017,2935.35,507.5,415.27,#N/A N/A,595.38,304.4,711.78,284.95,200.6,47.69,532.55,515.8,834.38,467.8,553.35,1150.7,168.5,198.8,197.38,2630.25,3773.25,1099.65,481.93,976.7,1157.73,7373.65,81.19,6660.15,131.63,789.05,1505.8,1341.35,432.78,115.99,1364.95,260.3,287.05,329.14,356.85,1243.6,456.25,#N/A N/A,644.9,4045.45,561.5,397.3,2824.6,1813.33,933.96,152.1,9616.4
13-06-2017,2912.13,506.45,417.69,#N/A N/A,593.08,305.25,708.83,283.85,200.6,47.71,537.2,520.55,838.35,466,551.55,1149.7,169.1,197.75,194.25,2626.7,3752.5,1102.75,478.9,974.2,1159.33,7348.95,82.21,6690.1,133.33,796.45,1492.15,1328.5,423.58,118.27,1371.5,259.05,286.23,327.34,359.4,1225.78,449.55,#N/A N/A,645.55,4061.8,566,393.4,2834.9,1813.05,935.92,156.45,9606.9
14-06-2017,2904.95,509.5,412.84,#N/A N/A,612.55,299.85,702.6,284.2,200.15,47.15,539.55,521.9,835.6,461.33,539.9,1149.6,169.5,198.25,192.08,2669.3,3789.05,1113.7,479.3,968.05,1176.3,7351.05,81.5,6684.35,133.29,791.55,1500.1,1326.05,426.83,118.41,1361,257.05,290.05,329.41,359.5,1235.1,451.95,#N/A N/A,643.65,4052.85,564.57,396.7,2825.15,1806.78,931.58,158.45,9618.15
15-06-2017,2877.2,507.6,409.84,#N/A N/A,624.49,301.9,693.83,284,196.6,47.14,544,517.65,832.18,446.93,549.45,1140.3,167.15,196.85,195.64,2700.5,3777.7,1104,476.05,962.6,1156.9,7312.3,82.27,6687.35,132.54,805.35,1491,1301.2,422.2,118.32,1405.25,254.2,287.95,329.23,360,1205.6,448.3,#N/A N/A,657.35,4043.8,569.17,393.65,2814.4,1782.4,927.45,159.1,9578.05
16-06-2017,2874.69,510.45,419.97,#N/A N/A,626.68,306.8,693.65,285.95,195.25,47.09,529.15,516.4,834.63,449.2,536.75,1145.4,167.15,194.85,191.44,2682.6,3783.55,1091.8,470.13,982.65,1151.13,7263.9,81.28,6759.75,133.83,803.95,1498.9,1288.85,419.5,118.1,1410.3,255.7,287.73,328.82,363.15,1199.85,455.75,#N/A N/A,641.4,4125.3,577.37,390.3,2809.8,1784.48,932.79,158.2,9588.05
19-06-2017,2844.52,520.15,424.25,#N/A N/A,635.9,310.9,694.13,288.85,200.85,48.74,524.85,515.2,846.45,444.77,539.75,1154.15,166.05,199.25,190.91,2657.45,3825.45,1095.65,464.93,987.55,1170.53,7249.25,81.93,6738.35,134.13,826.45,1511.35,1264.2,421.25,119.48,1399.85,253.95,291.45,331.21,373.8,1215.85,452.35,#N/A N/A,645.3,4097.55,582.5,389.45,2827.75,1796.13,932.08,156.4,9657.55
20-06-2017,2791.74,511.85,426.44,#N/A N/A,637.3,308.7,694.73,290.1,202,49,523.8,526.7,843.28,443.17,547.85,1149.45,169.1,199.75,190.69,2676.05,3797,1093.05,471.78,983.05,1167,7207.25,81.28,6698.95,132.46,822.85,1514.95,1266.25,427.13,117.17,1409.6,253.55,292.45,330.4,375.65,1222.5,467.4,#N/A N/A,644.45,4063.8,574.63,394.35,2815.3,1791.9,953.73,156.85,9653.5
21-06-2017,2753.32,507.75,426.84,#N/A N/A,641.66,308.95,693.58,290.9,196.55,48.56,528,523.1,849.35,436.27,541,1155.4,164.8,200.15,191.93,2687.05,3769.25,1123.45,471.68,991.95,1169.47,7268.2,81.87,6759.45,133.17,828.15,1494.35,1273.8,421.73,115.71,1416.65,250.45,291.1,331.03,369.95,1203.15,457.3,#N/A N/A,644.6,4016.05,577.43,390.95,2817.5,1835.15,944.51,156.8,9633.6
22-06-2017,2768.09,508,422,#N/A N/A,646.46,311.3,698.15,294.5,191.6,48.31,538.7,519.9,849,427.87,540.15,1162.55,160.45,197.65,191.29,2635.6,3730.7,1094.05,470.08,997.9,1157.6,7316.1,81.25,6779.55,132.46,817.95,1490.65,1288.35,424.58,113.79,1401.8,245.7,289.6,330.04,369.45,1197.43,452.7,#N/A N/A,640.45,4057.85,574.13,386.95,2845.7,1820.88,977.96,154.75,9630
23-06-2017,2716.67,504.65,410.13,#N/A N/A,647.91,311,688.1,288.95,188.7,47.59,543.8,513.3,839.33,420.5,541.15,1153.65,158.1,195.7,192.64,2643.7,3660.1,1097.9,471.63,985.2,1148.47,7219.15,78.45,6639.65,131.54,806.85,1491.4,1280.05,425.93,115.88,1400.75,244.9,291.85,330.04,365.45,1180.85,443.15,#N/A N/A,638.6,3999,556.03,380.7,2824.3,1824.75,977.42,151.15,9574.95
26-06-2017,2716.67,504.65,410.13,#N/A N/A,647.91,311,688.1,288.95,188.7,47.59,543.8,513.3,839.33,420.5,541.15,1153.65,158.1,195.7,192.64,2643.7,3660.1,1097.9,471.63,985.2,1148.47,7219.15,78.45,6639.65,131.54,806.85,1491.4,1280.05,425.93,115.88,1400.75,244.9,291.85,330.04,365.45,1180.85,443.15,#N/A N/A,638.6,3999,556.03,380.7,2824.3,1824.75,977.42,151.15,9574.95
27-06-2017,2666.11,492.85,403.61,#N/A N/A,648.49,312.35,685.15,279.65,187.75,47.93,544.05,516,833.83,408.03,534.65,1134.15,159.95,194.05,192.41,2653.1,3695.2,1092.1,463.53,974.75,1134.47,7183.35,81.34,6599.95,131.58,783.85,1490.15,1279.6,420.1,115.73,1349.95,244.35,287.9,334.77,367.7,1171.43,442.3,#N/A N/A,641.8,3877.9,556.73,380.1,2779.3,1823.78,1015,147.35,9511.4
28-06-2017,2722.48,492,410.81,#N/A N/A,631.05,308.35,678.03,276.4,189.85,48.84,545.45,507.3,833.23,411.13,536.85,1109.15,158.1,197.55,193.8,2651.75,3688.45,1090,462.35,972.2,1135.5,7225.05,83.45,6648.6,133.04,789.9,1490.65,1276.35,424.2,116.78,1372.35,245.75,290.35,339.95,364.5,1175.03,442.5,#N/A N/A,641,3958.25,555.27,392.25,2777.05,1818.08,1005.78,149.15,9491.25
29-06-2017,2734.01,512.1,409.88,#N/A N/A,628.44,311.6,677.83,272.45,192.2,50.19,536.9,509.6,831.53,417.37,543.75,1104.55,157.85,205.35,194.48,2651.5,3716.35,1088.1,465.1,948.35,1135.77,7224.35,82.74,6748.7,132.21,786.2,1479.55,1278.85,423.8,117,1376.3,245.15,293.25,344.69,364.5,1166.63,435.6,#N/A N/A,637.4,3953.75,551.03,388.85,2801.3,1818.6,1015.34,148.5,9504.1
30-06-2017,2703.94,517.35,411.87,#N/A N/A,622.71,323.65,674.3,273.65,190.95,51.2,555.7,524.45,826.03,426.27,555.6,1102.95,157.3,203.4,193.76,2690.1,3701.35,1079.6,467.78,955.75,1125.07,7217.6,82.34,6736.8,132.46,788.75,1478.95,1274.55,425.45,118.43,1373.1,244.25,290.15,342.21,363.05,1181.18,432.55,#N/A N/A,647.25,3959.1,560.27,382,2791.2,1845.03,1036.19,150.65,9520.9
03-07-2017,2776.68,517.25,413.07,#N/A N/A,623.18,342.5,683.23,274.85,196.65,51.65,552,532.4,829.3,432.9,551.85,1120.25,159.1,205.05,194.7,2682.55,3776.1,1097.75,475.95,948.85,1124.83,7354,84.76,6738.4,130.63,789.85,1490.95,1281.85,419.08,118.94,1387.15,248.85,290.05,344.33,368,1186.8,430.25,#N/A N/A,670.3,3998.85,570.73,381.25,2789.35,1851.88,1070.64,151.6,9615
04-07-2017,2785.1,508.4,413.27,#N/A N/A,641.63,337.25,677.58,273,198.4,51.37,552.45,535.55,826.68,438.13,545.05,1108.55,159.9,208.35,195,2623.7,3703.35,1088.1,481.08,958.8,1122.23,7376.15,82.93,6846.7,131.71,785.2,1497.8,1272.6,420.78,118.52,1379.55,246.75,289.5,341.85,371.7,1183.43,426.9,#N/A N/A,655.05,4019.05,565.13,377.7,2769.65,1874.03,1056.92,150.05,9613.3
05-07-2017,2806.71,513.9,414.93,#N/A N/A,650.98,331.05,692.5,274.9,198.8,51.59,550.65,531.8,824.38,441.4,545.9,1126.65,162.8,212.3,193.35,2664.95,3709.75,1096.7,475.45,959.85,1130.2,7377.65,83.98,6908.35,132.5,798.25,1516.35,1275,418.75,118.15,1398.55,247.5,292.85,339.14,372.9,1178,431.75,#N/A N/A,652.5,4087.95,569.03,377.15,2771.25,1866.73,1073.81,156.15,9637.6
06-07-2017,2768.91,509.5,415.15,#N/A N/A,650.93,337.1,688.03,281,196.65,52.03,545.6,533.95,829.08,440.03,542.85,1132.15,161.7,212.45,193.31,2667.9,3725.35,1092.5,473.5,958.1,1131.73,7474.05,83.95,6918,131.71,788.75,1519.55,1258.9,420.33,118.04,1399.3,251.45,293.75,343.65,373.05,1173.78,437.1,#N/A N/A,657.15,4107.35,566.5,376.3,2728.6,1865.7,1061.47,153.35,9674.55
07-07-2017,2785.23,503.15,411.59,#N/A N/A,672.86,334.3,688,280.1,194.9,51.91,549,532.5,833.6,442.63,547.15,1115.45,159.6,216.1,193.28,2705.4,3681.65,1097.7,467.7,964.7,1136.27,7432.8,83.33,6870.05,132.54,795.85,1526.3,1247.6,415.95,117.82,1391.7,251.1,289.7,347.8,371.6,1165.97,436.85,#N/A N/A,680,4096.9,566.27,380,2708.25,1846.18,1043.49,157.75,9665.8
10-07-2017,2793.13,509.95,410.3,#N/A N/A,673.63,333.3,683.7,285.55,195.8,52.47,563.7,536.75,838.18,443.1,549.2,1127.75,162.4,218.05,201.19,2726.2,3731,1096.25,478.53,968,1154.77,7430.45,83.73,6805.5,133.38,787.55,1560.35,1248.85,424.83,118.88,1412.8,258.8,291.45,365.64,374.95,1217.47,446.95,#N/A N/A,735.4,4135.15,567.2,384.1,2730.65,1857.98,1047.33,166.55,9771.05
