Date,EIM IS Equity,AXSB IS Equity,BJFIN IS Equity,RELIANCE IS Equity,ITC IS Equity,MM IS Equity,SBIN IS Equity,HNDL IS Equity,TATA IS Equity,SUNP IS Equity,TTAN IS Equity,HDFCB IS Equity,BPCL IS Equity,CIPLA IS Equity,APNT IS Equity,ONGC IS Equity,JSTL IS Equity,WPRO IS Equity,DRRD IS Equity,HMCL IS Equity,HUVR IS Equity,INFO IS Equity,KMB IS Equity,LT IS Equity,MSIL IS Equity,ADE IS Equity,NTPC IS Equity,IIB IS Equity,APHS IS Equity,HCLT IS Equity,PWGR IS Equity,BAF IS Equity,ICICIBC IS Equity,BHARTI IS Equity,ADSEZ IS Equity,TCS IS Equity,TTMT IS Equity,DIVI IS Equity,UTCEM IS Equity,UPLL IS Equity,TECHM IS Equity,BJAUT IS Equity,BRIT IS Equity,GRASIM IS Equity,TATACONS IS Equity,NIFTY Index,MF,RF
2009-01-04,0.005519779208831732,0.007711772502711156,0.05900060204695978,0.03706287607918379,-0.002758844530996396,0.029506829319153383,0.009746040670977507,0.015369836695485084,0.01863354037267073,-0.041385515069725654,0.003581478639038016,0.027326895418122055,-0.029993618379068332,-0.005453306066803054,-0.0005086469989827869,0.03091594247481355,0.07814512666380424,0.02634245187436668,-0.01672786617707056,-0.02931428838164596,-0.004421052631578992,0.03764577920116019,0.06109142452161587,0.0015750670241287956,0.016221068154132157,0.04509921828021657,-0.007539364825193462,0.03582554517133962,-0.026341703594288446,-0.012544100352802845,-0.03830420230568987,0.032400589101619914,0.049743843992728465,-0.01741258245265631,0.0541292916795546,0.011066547831253715,-0.0016816143497758729,-0.0007200948830905496,-0.029291738460143213,0.06519083969465633,0.02745926372963181,0.025773695954467435,-0.00021427040925647844,-0.02137815467424975,-0.0011973999315771922,0.013042254919809926,1.240045181,0.013238403
2009-01-06,0.023214913823425887,-0.047756595416907355,0.05005592841163309,0.004545631901361702,0.047533485788957774,0.06547868205465535,0.0042270854513351,0.035440047253396445,0.08361819616092547,0.002553962761575157,0.01919850885368124,-0.007476635514018559,0.014977404777275716,-0.01683123877917414,0.043611111111111045,0.0063628899835797,0.028561099060014472,0.043540607482727145,-0.017528957528957556,0.021500953520547483,0.008015597920277173,0.044457735247209085,0.001591605753360037,-0.0011071887034660444,0.014896309999026469,0.047210300429184615,0.06479108635097486,0.09237228831350586,0.00832193787849178,0.023244668104481336,0.044849984534488074,0.10014836795252213,-0.023779445641673447,-0.019598832179930747,0.06536321989528782,-0.009877944933295524,-0.00015001500150002567,-0.016021408215750377,0.04848147116188373,0.0014642628351790865,0.10387636179376747,0.02658905884400431,-0.0184321045263649,0.03991901596760661,-0.0017311021350258082,0.018195304510052912,2.26177324,0.026799486
2009-01-07,0.08440308087291393,0.04463802943826978,-0.04988428902031361,0.01748006659072998,0.0029883611198491256,0.033389271454198344,0.01965278175671803,-0.034123770965876266,0.013369713506139247,0.025857326242435308,0.00596353722951104,0.0062282346638093955,0.05859374999999978,-0.03295835800276292,-0.002609866980973208,-0.014672813132448725,0.012032520325203189,0.0035596572181939568,0.009489004295697878,0.0011805953062393737,0.020000000000000018,0.010537692515536268,0.017600506489395373,0.003788748564868216,0.0030871415875390884,-0.022169903865018603,0.00412206226159717,0.0040697674418603835,0.019828940478268553,0.021725102172510224,-0.021936951576210673,0.03360215053763449,0.010585637042114016,0.02755415387169058,0.0061248137725542495,0.007951572359308434,0.030592734225621365,0.003016266293224046,-0.01109338747099764,0.03814227172428275,0.021089438889799306,0.006121268917113731,-0.01579541180895061,-0.0015641293013555213,0.01872139786437388,0.011605415860734825,0.953908043,0.008932364
2009-01-09,0.001799370220422869,-0.013918038219374873,0.012755102040816313,-0.012091337120625933,-0.0033775006495194715,-0.01949886526793576,-0.005565436915485722,-0.017924528301886844,-0.01683417085427119,-0.011170838232823721,0.001463890696161485,-0.01692726036709713,0.009690380524698616,-0.008122577072180337,-0.016639291580375692,-0.01903026622127757,-0.027862429255550714,0.01658209496194263,-0.010341783327027287,0.015456410935327902,0.0096172340834777,0.006456698825030971,-0.015302987992180994,-0.01078031694993109,0.07143105546861417,-0.020490880432334935,-0.012714737793851683,-0.03126526624328274,0.0004952380952381041,-0.007999999999999896,-0.009912440112341048,0.09026727181038852,-0.008420590173537468,-0.005513889251835824,-0.0393721973094171,-0.0002656344869459426,0.05366357069143435,-0.021844014739961226,-0.010632711997899613,-0.00798367781424647,0.024324438261456027,0.007452496504071648,0.01105769230769238,-0.011681193278821,-0.014181394856598417,-0.007882713798502805,-0.929709347,0.009148536
2009-01-10,-0.03357438016528913,0.024514033395929724,0.04532163742690076,-0.012401103215026299,-0.002059732234809597,0.00783514492753623,0.007244065788874154,-0.017435102673382552,0.00272023435865254,-0.00234424948497558,-0.00031974420463620756,-0.00375643744319909,-0.02999581939799334,-0.026438013576277175,0.0055488368784235576,0.00870322019147074,0.025462406918087765,0.009848547546139175,-0.04084613447494334,-0.02299091126524755,0.010662604722010416,0.013146028442594382,-0.013700738916256117,-0.014212264904896355,-0.026713294933584097,-0.00435097897026826,-0.015213608039072679,-0.022058823529411686,-0.01699375068523179,-0.012910798122065859,-0.002263540824575583,0.19750430292598975,0.020906556780996066,0.03905670376258619,0.010964701356160456,0.014267310789049858,-0.019063087707300475,-0.024127455136357168,0.06171835917958979,0.015917518314190193,0.010511023756622828,0.010035055794910264,-0.003577817531305927,-0.029574486574168057,-0.003455964325529526,-0.00010818359739972472,-0.047360617,0.00850004
2009-01-12,0.005645851154833181,0.03747248349009413,0.03337696335078544,0.03244493529767234,0.0037339556592763667,0.04935105308152665,0.023218431862832567,0.028964518464880573,0.004048582995951344,0.06068328970932635,0.0017931858936044431,0.013248032610541749,0.026232841891205005,0.02750000000000008,0.016550574507352422,-0.001650330066013228,0.022855416834474562,0.014416983523447557,0.014216750077505669,0.003013793902862938,-0.02296633941093973,0.006892609777419123,0.035979266185588,0.00904403567447054,0.01916717500882914,0.009678056488247933,0.003145913172796444,0.027127003699136898,0.00501792114695343,0.01032273374466075,0.02707516921980746,0.017487508922198414,0.022308131060269965,0.01670555987702338,0.02569770654877046,-0.003834979662986626,0.06012802926383176,0.025607136956880883,0.0051395446124424815,0.058250477051320804,0.010423845623707795,0.04294283203647353,0.014035306593475072,0.007187689815752352,0.003326679973386426,0.017743954537325912,1.650125204,0.008824214
2009-01-13,0.019955654101995624,-0.025237989816249695,0.05053763440860193,-0.01857010213556176,0.021806287479556596,-0.009580528223718243,0.013806195530244203,-0.031904287138584286,0.011714589989350266,0.003450106157112609,0.016422947131608412,-0.014745441865099185,0.029111842105263186,-0.009353287012292877,0.026206276009447693,-0.03507161219243493,-0.02226345083487946,0.05676090291474889,-0.03351478279432163,0.0296751087234588,-0.035247299602046644,0.05905077262693159,-0.016670722803601934,0.01676963812886134,0.014067489427807,-0.06745445593303778,-0.01699199550624908,-0.006896551724137945,-0.0298872013500312,0.007777777777777883,-0.014441287878787845,-0.01358234295415961,-0.02875439477649433,-0.026928002276607854,-0.05434635663106657,0.025518963633526015,-0.03973717146433042,-0.043641964744138284,-0.03743245024383823,0.037199434229137074,-0.05137376036416841,0.017769464577975347,0.00374999999999992,-0.023052370256531507,0.017334423548651,-0.010151094443042075,-1.11711517,0.012594799
2009-01-14,0.05565217391304356,0.020667726550079424,0.04964176049129998,0.09485418123483202,0.011915347679174904,0.05398692810457506,0.01872499787215931,0.04325437693099898,0.052105263157894655,-0.012959534514678794,0.03652058432934924,-0.01142683790069765,-0.003036599009109797,0.014027515511195077,0.0033976326172731053,0.028544243577545148,0.03889943074003788,0.014516798009124976,0.051242407509663135,0.02819875776397529,-0.002160675702219672,0.061425221469515234,0.04417770077960648,0.01337448559670773,0.014042553191489393,0.019535374868004052,0.021428571428571352,0.06666666666666665,-0.0042114900434881974,0.08563028298419684,0.001921691088157429,0.020654044750430423,0.03684550743374282,0.025881922866020757,0.10007147962830598,0.025340537249828765,0.008145975887911439,0.04441660701503225,-0.015336163220594168,-0.017728078549024917,0.010282776349614497,0.0063404548587180365,0.011908468244084647,-0.033034849951597334,0.006429834431763259,0.032914989344068335,2.998151042,0.012594799
2009-01-15,-0.03130148270181221,-0.03415665331553175,-0.049731838127742733,-0.03170905812074987,-0.01282952548330396,-0.0027285129604365244,-0.04144038766814262,-0.04738400789733466,-0.07203601800900439,-0.013397642015005373,-0.005338458253256406,-0.05400981996726684,0.006091696056428342,-0.03192338387869109,0.015729109776078554,-0.03580018501387594,-0.04018264840182639,-0.03495502861815214,-0.06460762685156007,0.0054367524465386285,-0.027559055118110187,-0.03982816814973911,-0.09540175397013506,-0.0032360406091369587,-0.009735627360469956,-0.038322112894873084,-0.028531468531468596,-0.02473958333333326,-0.004734979083344859,-0.07650643195666884,-0.014864540877487342,-0.021922428330522714,-0.07356608478802995,-0.030680967822399596,-0.030279402209226758,-0.052916728514175504,-0.03652230122818367,-0.032486892155854874,-0.0020859407592824786,-0.032764126058586696,0.024766751484308624,0.012783636944710741,0.0011537574032767228,0.014641471655612692,0.006069318000319512,-0.03477586146086842,-2.683701647,0.012594799
2009-01-16,-0.0025510204081632404,0.021886879391775027,-0.04976911236531545,0.06568889923563415,0.019227345558127107,0.009700286034075356,0.014730236206746294,0.03626943005181338,0.031805929919137554,0.013851167843563328,-0.0017174753112924046,0.01384083044982698,0.02310388782664119,0.006870019236053793,-0.013334767179266516,0.03732130864434424,0.007611798287345373,0.013132810845159826,0.004716981132075526,0.015020427781783141,0.01538461538461533,0.012591077591716626,0.03458666317306425,0.014482143993888918,-0.0005085176709891392,-0.000538502961766385,0.07889432767060178,0.016021361815754087,-0.019030023094688264,0.07917888563049846,0.031394499878315774,0.0017241379310344307,0.037012113055181706,0.051540327917064976,0.006298579469311116,-0.01457566021471668,0.0154310634015431,0.006127581199305787,0.03302675585284276,-0.004880149275154344,-0.005297136235722477,0.041022404544020175,-0.0004609711124770044,-0.014615194869264991,0.0006350214319732483,0.03352577922315203,2.597321116,0.012272431
