Date,EIM IS Equity,AXSB IS Equity,BJFIN IS Equity,RELIANCE IS Equity,ITC IS Equity,MM IS Equity,SBIN IS Equity,HNDL IS Equity,TATA IS Equity,SUNP IS Equity,TTAN IS Equity,HDFCB IS Equity,BPCL IS Equity,CIPLA IS Equity,APNT IS Equity,ONGC IS Equity,JSTL IS Equity,WPRO IS Equity,DRRD IS Equity,HMCL IS Equity,HUVR IS Equity,INFO IS Equity,KMB IS Equity,LT IS Equity,MSIL IS Equity,ADE IS Equity,NTPC IS Equity,IIB IS Equity,APHS IS Equity,HCLT IS Equity,PWGR IS Equity,BAF IS Equity,ICICIBC IS Equity,BHARTI IS Equity,ADSEZ IS Equity,TCS IS Equity,TTMT IS Equity,DIVI IS Equity,UTCEM IS Equity,UPLL IS Equity,TECHM IS Equity,BJAUT IS Equity,BRIT IS Equity,GRASIM IS Equity,TATACONS IS Equity
2015-05-04,1533.46,568.35,145.11,402.03,220.13,601.25,277.15,133.15,33.93,947.75,385.25,500.48,261.23,673.7,779.4,218.9,93.8,202.93,3395.05,2389.55,861.75,498.28,669.4,1086.2,3757.75,87.93,126.96,841.7,1201.6,459.9,81.08,419.27,299.36,354.1,347.2,1240.78,506.45,891.73,2709.05,331.43,611.75,2087.9,1124.2,604.81,143.55
2015-05-05,1555.55,565.85,144.37,402.57,217.5,589.63,272.05,139.35,35.66,958.45,384.4,493.83,259.1,662.3,781.4,228.1,97.32,204.34,3402.65,2357.45,879.05,490.69,711.63,1094.93,3793.05,88.91,125.42,836.55,1200.75,455.98,80.52,429.02,298.59,348.83,342.7,1258.93,510.45,874.25,2709.2,330.07,609.95,2061.65,1172.47,597.39,144.55
2015-05-06,1508.03,543.3,143.89,397.2,212.23,581.58,265.4,137.75,34.49,937.15,383.4,485.3,249.4,636.25,760.85,218.6,93.05,199.63,3353.4,2326.4,858.2,480.51,675.6,1043.1,3634.55,84.34,120.5,802.95,1174.05,445.58,79.09,428.54,283.77,351.67,331.2,1231.53,497.85,858.38,2605.7,319.27,608.9,2020.3,1123.65,580.29,139.8
2015-05-07,1480.7,527.35,137.98,392.91,215.03,585.38,260.95,134.3,34.46,927.9,369.55,475.65,243.32,627.8,765.75,213.37,88.59,201.81,3282.9,2354.55,866.25,486.0,654.1,1045.93,3543.6,80.73,118.75,795.2,1169.05,460.38,78.92,418.06,276.91,354.78,322.8,1272.63,488.1,862.58,2619.15,325.33,614.25,2067.85,1118.18,585.72,137.75
2015-05-08,1578.12,540.8,142.51,401.46,218.67,590.17,261.95,138.95,34.4,940.25,353.6,491.0,249.35,654.7,759.4,210.33,89.03,202.69,3350.45,2300.65,895.2,489.49,664.75,1067.5,3610.55,85.02,118.33,810.45,1185.95,462.75,78.75,434.45,288.18,358.66,335.1,1263.63,513.7,861.35,2698.0,337.7,621.4,2123.05,1101.7,582.81,141.05
2015-05-11,1687.16,551.1,144.22,404.28,217.63,597.13,276.05,142.5,35.38,964.4,367.65,495.15,250.27,666.1,771.65,212.67,90.32,203.06,3359.7,2384.25,864.7,498.41,669.53,1076.87,3651.7,87.88,120.79,819.65,1250.6,470.95,80.44,434.71,294.09,357.08,344.05,1278.0,529.7,865.73,2823.8,336.5,631.3,2182.4,1141.6,593.43,143.35
2015-05-12,1715.86,532.35,142.7,391.99,216.17,588.55,267.4,137.6,33.17,949.65,362.75,485.98,241.97,664.1,758.35,206.43,88.03,200.19,3468.9,2466.4,843.95,486.78,659.43,1039.6,3577.45,83.71,118.04,800.25,1238.95,457.83,78.36,434.15,280.18,352.89,334.9,1261.45,513.55,871.15,2748.85,326.07,616.2,2128.9,1136.2,581.98,142.85
2015-05-13,1808.96,558.5,143.31,399.39,218.57,603.45,274.3,133.5,33.72,954.05,367.4,495.13,245.28,676.6,762.5,207.4,88.69,203.34,3494.15,2503.75,841.05,489.18,670.75,1059.8,3604.1,89.75,115.33,817.2,1235.6,468.65,79.23,432.71,288.77,344.78,340.45,1257.7,520.45,872.38,2794.4,338.53,616.35,2125.9,1141.3,586.33,144.55
2015-05-14,1817.62,555.85,144.22,396.28,216.47,613.58,280.95,137.45,34.37,944.4,362.9,495.53,252.23,686.0,796.45,210.77,90.62,201.19,3519.4,2537.5,846.45,483.7,663.4,1051.23,3646.5,91.64,115.88,816.65,1247.55,462.65,78.41,438.47,286.32,347.89,333.95,1249.63,516.6,881.53,2796.05,343.5,615.45,2165.85,1129.15,589.0,146.3
2015-05-15,1872.2,562.05,144.43,394.36,217.6,624.53,287.45,137.0,34.16,946.35,367.95,495.05,255.68,683.35,790.3,212.6,87.63,201.92,3496.45,2529.7,844.8,490.44,672.28,1061.3,3671.2,91.8,113.42,833.35,1248.7,456.95,78.78,448.39,283.95,353.29,329.0,1255.58,519.9,897.5,2805.4,347.57,618.35,2186.5,1131.95,592.34,147.4
2015-05-18,1859.78,567.5,145.95,402.3,222.0,631.83,289.75,139.1,34.16,956.95,378.75,504.93,264.27,685.55,766.75,214.5,91.19,204.09,3622.45,2520.55,852.7,498.26,682.18,1074.9,3697.6,96.23,113.46,846.35,1272.35,465.28,78.78,446.06,287.5,358.2,339.35,1260.2,520.7,907.48,2900.1,351.8,612.6,2220.7,1146.93,592.58,147.95
2015-05-19,1825.15,561.45,146.63,404.1,221.7,626.92,288.45,139.95,34.56,957.05,379.55,503.78,261.43,682.7,774.75,211.73,92.26,207.23,3636.0,2580.75,844.75,505.59,688.65,1080.47,3706.75,95.69,113.42,845.7,1274.9,467.08,78.05,448.16,286.68,358.7,339.85,1256.35,509.8,899.65,2971.4,347.43,619.25,2202.6,1162.38,599.06,147.55
2015-05-20,1852.85,558.25,145.04,410.11,221.3,625.38,292.6,138.95,33.89,965.35,376.15,512.03,262.32,688.55,771.2,209.7,92.19,211.5,3608.75,2579.4,855.6,511.83,692.38,1075.03,3711.9,96.99,113.46,851.55,1306.55,480.05,79.2,449.88,289.77,361.0,343.05,1278.53,505.25,891.73,3032.25,344.77,640.8,2151.35,1166.03,599.87,145.95
2015-05-21,1841.33,570.45,146.06,404.65,218.27,624.48,290.25,139.1,32.11,981.25,376.0,512.35,258.98,674.35,777.2,212.2,92.38,211.59,3619.2,2602.4,864.35,512.11,698.75,1092.2,3698.1,96.99,112.46,848.2,1296.65,485.13,78.47,457.7,285.05,357.3,348.4,1277.75,511.2,920.68,3064.6,359.2,655.6,2300.3,1143.93,613.24,146.65
2015-05-22,1869.68,568.65,147.13,407.85,219.43,627.83,282.45,136.9,32.02,1003.75,370.45,512.15,260.77,673.9,775.4,215.37,92.22,210.19,3642.65,2603.45,863.75,511.61,693.65,1102.3,3702.55,98.76,112.79,852.6,1309.15,492.08,79.28,450.7,285.09,355.91,348.95,1308.95,514.65,926.48,2975.4,358.43,667.05,2307.45,1215.43,607.39,147.95
2015-05-25,1917.34,562.1,148.15,403.63,211.2,629.95,277.65,134.5,31.15,1002.15,371.0,511.78,263.93,660.2,761.9,219.7,90.72,211.16,3585.45,2588.1,852.45,504.2,687.55,1086.83,3692.75,97.71,111.88,854.1,1277.0,499.58,80.49,450.34,283.77,360.41,342.9,1300.5,505.3,907.9,2935.0,367.73,648.45,2298.85,1253.5,595.24,147.45
2015-05-26,1890.93,564.25,148.2,399.16,209.33,631.53,277.15,134.3,31.22,994.85,370.6,513.7,260.58,659.05,763.5,215.0,91.72,209.34,3547.25,2613.85,855.35,501.83,691.2,1078.93,3726.45,98.61,110.42,852.95,1240.05,496.75,80.47,448.33,281.55,361.0,345.25,1304.43,497.6,920.53,2906.85,376.83,640.25,2321.3,1256.83,596.0,148.8
2015-05-27,1836.3,577.8,153.29,399.48,211.8,611.4,280.75,133.55,30.78,975.55,372.2,519.08,265.63,661.1,759.25,221.33,92.0,207.13,3586.65,2606.3,857.7,492.13,687.28,1090.27,3721.9,98.24,111.88,860.3,1226.85,495.75,80.55,441.16,284.68,368.39,338.9,1307.63,471.75,912.65,2885.15,358.07,549.1,2312.4,1289.38,597.09,148.7
2015-05-28,1798.62,574.65,152.98,395.19,214.3,599.08,277.6,131.6,30.46,954.8,380.25,514.7,272.57,644.0,767.35,218.6,91.61,207.96,3527.95,2643.4,846.2,504.15,684.08,1084.5,3708.9,91.28,112.21,855.3,1222.25,490.05,80.55,442.42,285.91,363.21,333.0,1304.75,484.35,903.93,2917.45,345.93,545.1,2302.95,1328.63,585.93,144.9
2015-05-29,1889.65,585.4,152.71,395.73,218.07,629.05,278.15,129.25,30.82,966.1,378.3,525.28,283.38,650.45,787.05,219.9,91.63,210.64,3535.25,2696.85,859.55,505.79,699.65,1102.97,3785.7,87.77,113.79,873.95,1212.55,505.38,80.83,421.66,288.41,383.58,323.85,1305.15,481.65,909.95,2975.3,368.43,554.4,2316.1,1272.35,607.42,146.25
2015-06-01,1877.79,578.45,150.48,407.13,221.37,629.05,278.2,128.35,30.92,877.65,376.3,518.1,286.92,662.1,789.75,216.07,90.93,211.33,3538.45,2710.0,880.8,511.95,696.38,1137.03,3882.85,78.67,115.46,882.95,1225.35,486.65,80.49,437.99,287.68,375.46,311.55,1308.88,472.05,913.43,3005.4,362.03,550.6,2337.75,1283.95,602.89,145.15
2015-06-02,1814.52,553.1,150.53,405.5,212.43,612.3,266.25,123.25,30.18,860.75,368.95,504.4,282.25,641.3,759.2,213.53,87.83,205.8,3473.75,2608.6,852.75,502.16,679.65,1115.7,3831.4,79.16,114.96,847.15,1207.0,476.35,80.16,428.47,276.82,376.82,309.15,1299.95,466.95,906.43,2910.25,354.07,549.4,2270.7,1254.55,584.35,140.8
2015-06-03,1819.12,550.9,151.66,404.47,202.93,602.42,257.4,121.95,29.67,842.4,367.65,502.78,279.73,635.15,762.7,205.23,87.96,204.6,3428.05,2576.95,831.45,505.23,672.98,1102.43,3777.2,68.15,115.38,842.6,1212.8,476.15,80.55,432.49,268.86,379.16,297.25,1305.45,456.85,885.35,2831.1,359.93,547.35,2240.0,1255.8,568.39,137.35
2015-06-04,1731.18,556.4,153.02,411.84,201.07,597.8,257.6,121.3,28.9,831.55,361.5,507.48,288.9,630.45,759.6,200.9,87.64,207.26,3422.0,2547.9,822.65,507.01,682.5,1108.3,3772.05,72.37,114.08,846.65,1213.9,470.33,81.2,435.23,263.73,375.28,311.2,1302.83,451.2,906.6,2868.05,373.67,557.25,2218.0,1290.2,575.43,137.75
2015-06-05,1739.17,548.4,151.52,409.61,202.87,602.92,257.8,120.15,29.18,847.9,363.75,505.88,285.23,622.65,758.8,205.47,87.65,208.43,3415.6,2577.65,829.1,502.91,678.18,1122.4,3759.45,71.56,116.71,834.45,1195.75,464.5,81.51,445.06,258.27,374.56,311.3,1287.93,442.1,896.05,2806.25,366.77,553.5,2198.5,1354.73,568.77,138.5
2015-06-08,1728.25,553.6,150.18,399.55,202.9,603.2,254.95,118.2,28.35,829.55,352.95,501.73,281.02,614.7,748.0,204.27,86.98,208.13,3407.05,2520.65,812.25,500.01,676.43,1119.17,3723.5,61.94,115.38,811.7,1210.7,459.48,82.21,447.27,257.41,370.01,302.15,1288.72,435.6,884.2,2809.85,356.4,550.55,2224.2,1321.98,568.34,134.85
2015-06-09,1710.88,558.7,156.31,398.76,200.4,602.6,257.6,120.1,28.59,810.65,359.55,500.93,283.13,591.95,735.7,200.97,87.7,203.83,3321.9,2499.95,819.75,498.03,665.48,1111.27,3692.3,62.25,115.83,809.2,1171.95,455.7,82.88,458.24,261.0,367.67,306.55,1280.83,440.05,881.0,2810.35,344.27,540.5,2190.7,1298.8,574.5,137.55
2015-06-10,1759.27,564.5,155.12,408.73,200.73,610.25,260.6,120.3,28.71,823.1,364.7,507.8,281.3,592.75,739.15,203.57,89.27,211.03,3366.6,2514.95,820.45,506.63,667.3,1137.37,3742.55,62.47,116.67,819.6,1204.15,471.28,82.77,455.32,265.91,374.07,312.95,1300.38,446.6,885.63,2804.55,347.17,556.3,2253.15,1298.68,575.63,136.6
2015-06-11,1724.44,546.75,153.98,395.8,198.03,593.8,254.0,119.2,28.02,819.55,353.7,500.1,280.8,574.35,708.4,200.67,87.32,204.77,3312.75,2504.2,816.7,499.41,640.45,1117.43,3701.4,60.79,113.79,795.1,1219.25,457.4,82.13,466.53,262.27,370.01,304.25,1285.65,430.2,881.4,2701.65,337.7,557.55,2213.55,1301.33,561.41,134.4
2015-06-12,1740.41,551.45,150.12,401.53,198.37,596.48,253.95,116.75,27.91,813.55,347.95,504.58,279.17,581.65,705.65,200.27,84.32,201.51,3317.55,2503.55,814.5,493.76,655.55,1104.97,3736.8,58.34,113.75,810.8,1178.35,448.18,81.79,467.65,269.05,373.84,312.05,1252.9,421.8,882.15,2748.5,349.37,551.45,2286.3,1302.75,559.82,128.15
2015-06-15,1802.74,550.05,149.93,406.9,199.0,610.15,250.25,114.3,27.86,837.7,344.25,502.6,277.83,585.7,698.55,202.63,84.24,202.84,3320.6,2506.05,821.75,495.23,644.85,1112.27,3767.4,62.37,113.21,794.55,1185.75,454.03,79.43,471.53,272.0,372.81,310.05,1252.4,426.35,882.4,2710.8,342.73,554.05,2332.35,1311.58,558.96,129.1
2015-06-16,1845.18,551.15,149.5,407.89,199.3,616.48,254.6,115.0,27.62,840.1,347.15,504.2,273.5,590.35,704.95,202.97,84.0,202.61,3286.6,2543.2,834.95,499.68,644.58,1118.27,3789.6,60.11,114.71,821.55,1192.35,453.15,81.06,470.02,274.59,373.39,313.2,1256.0,432.8,885.95,2744.75,346.13,551.45,2391.1,1305.83,562.38,128.7
2015-06-17,1928.89,549.25,150.03,420.19,200.73,626.78,255.1,118.55,28.62,843.9,353.95,502.35,270.15,612.9,710.65,204.0,86.76,204.96,3347.2,2522.3,862.05,497.85,647.53,1140.57,3808.75,61.63,114.17,818.2,1187.85,453.15,79.76,477.62,273.95,380.6,311.0,1256.9,433.7,898.13,2796.55,354.87,549.15,2372.0,1379.2,561.65,132.35
2015-06-18,1949.57,550.05,151.75,441.74,201.27,626.98,258.1,120.0,28.49,856.05,358.8,509.8,277.93,607.05,728.95,208.57,88.42,208.54,3377.45,2526.3,862.6,500.98,653.7,1144.77,3861.1,61.88,113.83,825.55,1189.4,456.88,79.85,490.29,275.77,384.34,311.0,1265.03,445.45,919.48,2798.7,350.03,541.2,2396.0,1342.15,561.69,132.6
2015-06-19,1944.52,551.55,151.77,449.72,203.33,652.78,260.15,120.8,28.61,845.95,358.2,515.25,278.55,606.65,740.0,212.77,90.57,210.58,3384.75,2551.45,857.7,497.68,664.08,1144.07,3937.35,60.17,113.38,834.7,1253.0,459.1,78.75,515.81,276.86,391.15,304.6,1274.78,433.05,913.05,2802.75,347.67,544.15,2407.75,1352.73,564.64,133.75
2015-06-22,1940.49,572.15,151.7,447.49,206.93,656.0,266.0,121.2,29.14,856.9,366.25,523.58,282.05,613.5,747.7,212.27,90.51,210.08,3425.9,2581.55,873.45,511.93,678.95,1155.0,3980.65,60.76,114.17,839.25,1298.35,465.78,79.48,538.63,286.41,382.58,311.05,1295.75,440.5,904.6,2804.0,364.13,551.45,2425.05,1391.85,567.05,135.0
2015-06-23,1927.68,571.3,152.56,448.98,209.7,668.05,267.75,121.6,29.37,857.7,357.25,526.05,286.95,630.35,756.5,212.6,90.81,209.03,3443.35,2517.4,875.7,500.2,690.23,1177.7,4017.15,62.31,116.04,833.6,1275.75,463.73,78.41,531.91,285.0,387.81,316.05,1287.3,436.0,912.45,2895.9,372.97,553.6,2414.3,1369.35,572.91,133.85
2015-06-24,1912.35,571.5,150.19,447.13,209.1,651.17,262.35,117.25,28.57,871.1,356.6,522.9,282.8,621.75,753.65,211.93,89.32,212.03,3434.55,2521.0,896.55,497.55,691.9,1168.83,4009.3,60.32,114.0,844.5,1284.05,469.05,78.67,525.37,288.86,382.99,311.55,1285.15,430.6,907.45,2852.35,360.97,545.3,2392.6,1346.33,567.32,133.2
2015-06-25,1948.37,570.05,151.12,453.29,208.23,649.9,264.8,118.0,28.4,866.1,352.85,532.5,286.12,610.75,750.2,208.63,90.76,207.06,3485.45,2552.1,883.25,495.23,703.3,1206.5,4031.5,58.68,113.0,867.15,1301.1,463.05,79.48,538.49,286.18,384.57,312.55,1275.0,432.4,911.9,2862.0,371.97,529.8,2504.3,1346.8,568.25,135.7
2015-06-26,1956.17,565.5,150.06,451.55,205.3,652.05,265.2,117.0,28.02,867.2,360.15,531.42,287.35,619.3,750.25,208.8,89.25,209.49,3530.1,2539.2,887.95,502.63,690.15,1187.13,4069.95,58.58,114.75,869.4,1309.55,478.63,78.24,543.58,283.36,376.68,311.2,1296.4,437.6,915.78,2914.7,372.7,521.8,2544.8,1371.95,566.8,133.85
2015-06-29,1929.83,562.7,151.45,447.11,206.63,642.08,259.65,112.85,27.8,849.55,358.85,528.33,290.62,610.95,736.7,206.03,87.15,207.15,3521.15,2535.75,900.4,495.08,684.23,1193.7,3993.3,56.72,115.54,859.6,1283.25,464.2,78.47,545.54,282.91,373.03,306.65,1296.45,428.25,916.5,2904.9,358.77,483.35,2558.85,1350.18,562.64,129.55
2015-06-30,1958.67,558.95,153.21,451.28,210.1,641.17,262.75,111.9,28.57,874.6,366.3,533.58,293.12,615.4,755.35,206.4,87.23,205.01,3559.45,2523.5,916.7,492.18,692.9,1188.53,4023.35,56.41,114.71,872.7,1315.95,459.88,78.24,544.34,280.0,378.57,307.9,1275.47,434.15,939.93,2993.45,357.07,477.8,2541.95,1381.48,574.36,132.2
2015-07-01,2035.24,578.65,155.76,453.79,209.07,644.0,267.75,113.05,28.8,873.1,361.9,536.17,295.98,634.9,760.8,209.27,89.15,207.28,3573.6,2520.6,918.3,498.7,704.13,1207.8,4031.7,56.91,115.25,875.55,1330.7,472.03,80.07,549.82,283.82,382.54,311.3,1296.55,444.5,932.93,3057.95,364.8,486.15,2526.25,1365.78,586.71,135.55
2015-07-02,2125.77,584.0,160.23,456.13,210.03,656.73,267.85,111.05,28.55,871.1,355.25,529.1,300.0,626.35,762.9,206.67,88.62,208.41,3547.7,2528.3,923.45,494.0,717.68,1200.23,3993.4,56.69,114.71,869.75,1319.55,477.25,79.59,545.06,284.55,390.38,316.05,1288.88,436.4,926.4,3057.7,365.93,479.3,2566.2,1373.13,578.97,137.1
2015-07-03,2027.56,585.95,168.2,454.48,210.4,656.33,269.4,110.6,28.26,871.0,357.3,537.13,300.95,631.55,772.7,206.13,86.9,206.08,3587.75,2576.65,924.5,495.15,714.43,1204.87,3998.9,56.5,115.71,893.5,1301.1,482.45,79.59,556.11,285.95,392.14,320.8,1301.95,433.15,929.55,3064.65,364.93,471.6,2588.0,1385.35,585.08,136.1
2015-07-06,2033.43,584.2,171.93,458.25,212.27,660.88,270.8,109.05,28.05,878.9,355.85,541.75,310.28,653.7,783.55,205.5,88.13,206.27,3716.7,2613.4,927.45,491.65,721.95,1210.7,3987.95,56.35,115.0,899.3,1299.3,484.98,78.75,556.42,286.5,390.33,320.1,1316.65,431.1,953.68,3102.25,372.4,464.55,2595.35,1392.83,594.09,135.0
2015-07-07,2036.26,586.2,176.6,452.7,211.57,658.9,272.9,107.15,27.97,885.35,361.05,543.42,310.78,646.5,824.6,203.3,87.65,207.68,3739.95,2563.75,924.35,490.25,712.8,1207.57,3972.15,57.16,112.04,898.95,1303.35,468.15,77.96,555.8,284.18,389.21,333.05,1308.13,431.55,954.7,3161.5,368.6,471.4,2603.7,1393.75,596.2,138.2
2015-07-08,2048.26,576.65,175.92,449.7,208.63,639.58,267.35,101.85,26.56,871.3,354.95,534.42,305.37,646.2,802.25,201.97,84.88,207.28,3720.85,2549.9,927.65,478.75,707.1,1204.3,3949.0,55.54,110.83,892.4,1314.05,466.5,77.63,522.59,279.59,387.81,320.65,1297.55,404.95,943.95,3115.25,355.53,470.3,2571.45,1395.95,585.58,134.9
2015-07-09,2064.12,571.7,170.88,445.55,207.07,632.0,267.75,104.0,26.31,872.4,359.7,537.03,288.88,641.15,796.95,199.13,83.9,204.34,3732.05,2604.75,921.55,469.0,705.2,1232.6,3935.65,55.23,109.25,893.0,1323.8,458.73,77.06,502.14,281.36,391.06,315.15,1261.25,397.8,931.63,3103.05,344.53,474.3,2511.25,1411.95,586.74,133.95
2015-07-10,2076.51,578.1,172.52,452.05,206.6,624.78,270.55,104.6,26.35,901.55,355.8,545.38,293.92,648.0,795.3,195.93,82.99,205.74,3750.5,2571.55,900.25,468.75,709.4,1250.93,3934.4,55.64,108.21,894.95,1328.55,462.83,77.99,502.47,284.68,377.9,317.1,1237.18,401.9,938.23,3129.8,345.8,474.0,2466.8,1419.53,600.06,134.55
2015-07-13,2116.02,581.95,172.87,454.39,209.73,633.8,273.7,106.65,26.68,915.5,357.3,548.08,303.1,661.25,817.65,193.73,83.48,209.87,3758.15,2600.2,910.7,475.08,715.0,1238.47,4035.25,56.29,110.92,923.95,1338.0,480.43,78.75,509.54,287.64,381.86,321.4,1254.78,402.1,940.98,3163.8,347.53,475.8,2496.85,1422.8,606.0,136.8
2015-07-14,2077.39,583.9,173.85,450.24,208.2,634.98,268.2,104.6,26.37,919.4,359.85,545.92,308.98,665.95,822.7,193.13,83.1,212.03,3772.95,2638.7,927.3,485.63,710.7,1238.37,4050.65,55.51,110.92,924.05,1349.2,477.48,78.86,508.23,284.95,380.6,315.9,1249.75,385.95,944.38,3138.0,348.33,476.9,2498.7,1415.65,604.86,137.05
2015-07-15,2071.84,584.0,176.79,456.27,209.33,644.0,268.05,105.55,26.3,929.75,350.75,548.35,305.88,670.6,837.85,194.13,82.46,216.66,3815.0,2658.25,929.0,492.0,712.3,1246.27,4152.15,55.32,110.96,927.15,1363.6,474.08,78.61,515.78,286.05,381.19,319.65,1272.88,394.3,943.03,3200.05,351.17,479.95,2532.25,1416.45,615.07,138.15
2015-07-16,2107.88,608.65,174.08,461.93,211.97,638.42,272.2,106.7,26.34,941.35,350.65,557.35,312.67,679.8,848.05,194.4,86.84,215.74,3866.5,2649.3,936.85,494.53,741.25,1245.37,4178.15,55.26,112.25,932.3,1369.6,478.28,78.53,524.89,288.27,382.72,326.9,1270.1,395.25,954.05,3175.05,357.63,491.8,2545.85,1421.05,613.11,138.0
2015-07-17,2110.07,602.1,171.99,461.03,214.87,648.3,271.1,107.2,26.65,947.65,348.95,555.28,313.22,685.2,825.4,195.2,85.83,213.13,3877.05,2649.4,924.3,500.93,733.15,1247.73,4193.0,55.01,112.96,935.85,1359.35,477.7,79.43,517.89,288.59,383.8,329.3,1282.2,398.05,987.5,3223.6,355.97,502.15,2529.45,1439.23,616.81,139.0
2015-07-20,2124.8,599.9,170.33,462.4,213.67,657.2,267.45,109.4,26.6,948.0,345.15,557.63,321.13,683.1,852.3,194.57,85.21,213.23,3930.25,2661.9,913.1,500.63,736.6,1244.87,4176.05,54.61,113.08,947.45,1350.4,473.33,78.86,517.15,287.09,387.05,328.8,1289.58,390.75,979.58,3353.85,364.4,500.8,2520.95,1440.95,628.86,141.75
2015-07-21,2134.84,584.65,168.62,454.76,208.93,649.3,264.3,108.1,25.77,805.25,339.75,549.03,317.4,662.5,816.05,187.5,83.6,216.23,3853.15,2687.25,891.3,556.33,720.65,1229.97,4152.85,52.59,113.0,938.35,1344.7,487.4,78.75,510.68,283.14,401.29,322.65,1280.7,389.1,973.28,3223.9,362.0,509.4,2542.95,1437.58,612.42,137.5
2015-07-22,2110.97,589.85,167.7,473.98,209.67,671.13,268.55,107.7,26.3,834.55,338.0,557.2,324.02,674.6,843.3,189.9,85.91,219.23,3847.75,2711.0,920.5,551.58,728.65,1236.3,4191.15,52.69,114.63,956.9,1367.2,491.53,80.33,513.13,288.0,396.01,324.5,1264.03,389.55,971.88,3258.15,364.1,510.15,2618.9,1428.45,623.73,139.5
2015-07-23,2053.82,583.75,172.96,471.68,210.07,679.45,270.05,108.7,25.32,828.85,337.05,553.95,323.43,673.2,846.5,189.23,85.95,220.89,3913.4,2717.6,904.25,549.0,720.35,1220.7,4234.05,52.5,115.29,949.8,1379.75,485.03,80.02,514.02,284.45,390.15,331.35,1244.3,401.35,988.38,3239.15,360.87,500.05,2489.05,1425.03,617.38,140.85
2015-07-24,2011.38,580.45,172.69,462.54,209.7,664.85,263.25,109.35,24.86,836.2,340.1,553.92,321.85,678.1,849.0,188.57,84.55,212.53,3908.9,2740.4,906.8,543.8,724.7,1201.57,4234.2,53.0,115.0,955.85,1379.1,476.33,79.9,517.01,273.27,391.06,323.9,1252.58,390.25,977.88,3204.4,357.67,511.05,2497.35,1447.55,612.81,140.8
2015-07-27,1934.8,555.8,171.66,453.65,207.77,657.98,258.45,104.4,23.52,823.7,335.9,547.92,318.15,675.35,853.15,181.0,81.4,210.62,3854.85,2605.05,900.1,532.65,715.0,1162.23,4178.1,50.33,111.83,938.3,1359.6,468.55,78.98,522.82,264.64,376.68,313.95,1248.53,377.45,953.2,3134.1,357.9,519.55,2509.0,1466.0,614.28,137.55
2015-07-28,1949.94,561.25,173.03,455.86,207.47,657.0,259.2,105.5,23.38,820.15,341.1,554.25,314.98,671.9,835.15,179.9,80.97,208.74,3749.1,2531.5,904.75,531.42,729.4,1172.63,4196.95,49.89,114.21,949.85,1331.7,461.68,79.51,533.94,259.09,369.52,313.45,1251.03,370.1,957.53,3127.7,350.77,523.55,2482.0,1488.03,613.28,137.45
2015-07-29,1924.63,567.2,181.37,449.43,202.67,657.78,253.6,106.55,23.5,829.75,338.55,554.17,316.43,679.55,846.85,179.83,81.3,211.82,3712.35,2569.85,899.2,542.7,725.95,1193.53,4273.7,50.76,112.92,953.6,1324.5,475.68,78.75,543.96,262.95,376.41,314.7,1253.38,376.45,954.18,3136.5,351.13,525.55,2497.85,1484.13,610.09,138.65
2015-07-30,1902.8,565.7,183.32,451.3,210.63,658.88,256.8,104.7,23.28,814.25,338.8,555.28,315.73,711.05,857.55,180.6,85.02,210.75,3913.1,2580.35,920.7,535.0,716.8,1182.5,4296.45,55.05,113.21,973.7,1328.25,478.95,80.1,544.06,264.55,375.78,318.35,1240.33,377.45,965.08,3160.35,346.2,524.35,2527.25,1532.9,620.8,137.15
2015-07-31,1907.12,573.5,184.57,452.07,217.33,681.8,270.05,105.2,23.16,822.4,323.65,555.83,308.92,709.05,882.8,181.8,83.15,213.69,4076.1,2682.7,921.65,538.53,695.4,1194.17,4331.45,54.11,112.54,977.7,1359.85,499.13,79.88,551.13,274.91,377.45,325.0,1255.38,383.85,980.8,3149.15,357.13,530.7,2525.3,1576.83,620.04,140.2
2015-08-03,1908.31,576.7,190.51,452.34,221.03,668.95,281.05,105.7,23.26,830.95,317.25,547.7,302.93,712.3,877.5,182.43,83.41,213.9,4143.9,2697.1,909.7,539.48,690.2,1186.27,4427.05,52.65,112.54,973.85,1378.7,469.43,79.09,568.24,284.45,377.54,330.7,1254.8,388.2,986.25,3163.5,360.87,523.6,2504.9,1568.43,623.71,140.85
2015-08-04,2017.81,580.1,202.67,445.82,219.93,682.15,288.6,109.25,24.04,830.1,315.95,543.23,311.18,709.65,905.7,177.57,87.98,209.94,4161.75,2623.85,908.1,528.63,690.85,1183.17,4438.8,58.65,112.63,952.3,1368.55,466.45,79.31,562.69,285.5,372.44,339.15,1254.45,380.75,980.18,3145.05,373.87,542.05,2511.9,1587.83,628.13,143.3
2015-08-05,2056.66,580.4,199.11,445.71,221.2,693.43,285.4,108.25,24.61,841.9,320.5,546.1,310.2,718.6,923.3,180.0,88.63,215.76,4191.8,2666.0,908.6,543.17,691.9,1186.4,4471.65,61.41,113.96,952.65,1373.9,468.7,79.17,556.21,283.05,376.32,339.85,1273.58,376.4,998.4,3216.4,377.67,550.6,2576.65,1578.15,627.76,142.15
